img_obj,url,width,height,format
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFA00>,https://i.travelapi.com/hotels/2000000/1690000/1688500/1688424/d96bcf62_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE6B0>,https://i.travelapi.com/hotels/1000000/180000/171100/171069/267b1b49_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFF40>,https://i.travelapi.com/hotels/3000000/2060000/2054100/2054080/345e3f9d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998860040>,https://i.travelapi.com/hotels/1000000/810000/803400/803362/997514a4_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CE5F0>,https://i.travelapi.com/hotels/7000000/6470000/6460900/6460810/5fb1ed49_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x269 at 0x7E49988601F0>,https://i.travelapi.com/hotels/4000000/3930000/3927700/3927638/7a455a3e_b.jpg,350,269,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x242 at 0x7E49989CEA40>,https://i.travelapi.com/hotels/1000000/30000/22700/22642/71762f9f_b.jpg,350,242,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF0D0>,https://i.travelapi.com/hotels/2000000/1670000/1662200/1662161/37957f97_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860400>,https://i.travelapi.com/hotels/1000000/10000/8600/8563/4618928d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998860FA0>,https://i.travelapi.com/hotels/9000000/8830000/8827100/8827089/35b8e62e_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860070>,https://i.travelapi.com/hotels/5000000/4220000/4218300/4218296/b2a67fbf_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4032x3024 at 0x7E4998B294B0>,https://traffickcam.com/images/2018/3/20170206_150034_X67BFW.jpg,4032,3024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988612D0>,https://i.travelapi.com/hotels/1000000/70000/63300/63286/a45d6647_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860670>,https://i.travelapi.com/hotels/2000000/1350000/1348200/1348118/af639097_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF010>,https://i.travelapi.com/hotels/2000000/1850000/1840200/1840122/83c38537_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861570>,https://i.travelapi.com/hotels/4000000/3920000/3915400/3915327/ead84017_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49989CF940>,https://traffickcam.com/images/2017/2/20160130_232018_HCZRXL.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E49989CEE00>,https://i.travelapi.com/hotels/7000000/6480000/6470500/6470422/cab6d31f_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x194 at 0x7E49989CDF60>,https://i.travelapi.com/hotels/1000000/30000/23800/23753/83a29222_b.jpg,350,194,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998860BE0>,https://i.travelapi.com/hotels/5000000/4740000/4738800/4738720/a974924c_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49989CF220>,https://traffickcam.com/images/2018/8/20170729_153841_KLF942.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x261 at 0x7E4998861840>,https://i.travelapi.com/hotels/1000000/990000/987800/987785/c27c6ce6_b.jpg,350,261,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x266 at 0x7E4998861060>,https://i.travelapi.com/hotels/1000000/10000/4800/4739/19a31b2c_b.jpg,350,266,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860C40>,https://i.travelapi.com/hotels/1000000/10000/1700/1688/423bf3a0_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=307x350 at 0x7E49989CD720>,https://i.travelapi.com/hotels/3000000/2430000/2425600/2425538/a7324f62_b.jpg,307,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860220>,https://i.travelapi.com/hotels/2000000/1780000/1777700/1777653/b9ef9828_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860AF0>,https://i.travelapi.com/hotels/5000000/4630000/4623300/4623280/421603dd_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x264 at 0x7E4998861090>,https://i.travelapi.com/hotels/5000000/4160000/4154400/4154328/3c5e1d51_b.jpg,350,264,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860880>,https://i.travelapi.com/hotels/2000000/1180000/1172300/1172270/a20fec70_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998860DF0>,https://i.travelapi.com/hotels/13000000/12990000/12988500/12988492/6aae8b60_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988615A0>,https://i.travelapi.com/hotels/1000000/870000/864500/864497/34afc509_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x116 at 0x7E4998861420>,https://i.travelapi.com/hotels/1000000/530000/528700/528636/89bc1c02_b.jpg,350,116,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998860E80>,https://i.travelapi.com/hotels/7000000/6180000/6172900/6172801/85b64c34_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CFDC0>,https://i.travelapi.com/hotels/2000000/1150000/1145000/1144951/a3e0858a_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=269x350 at 0x7E49988617B0>,https://i.travelapi.com/hotels/1000000/20000/17800/17741/6a5b346c_b.jpg,269,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998861900>,https://i.travelapi.com/hotels/1000000/20000/18600/18548/2f6a7334_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861DB0>,https://i.travelapi.com/hotels/2000000/1340000/1338100/1338029/d83c89ac_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF8E0>,https://i.travelapi.com/hotels/5000000/4880000/4870100/4870078/ad59099b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFDF0>,https://i.travelapi.com/hotels/1000000/20000/16700/16617/c4b0e1be_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x250 at 0x7E4998861C00>,https://i.travelapi.com/hotels/6000000/5320000/5311400/5311313/3a2888f9_b.jpg,350,250,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998861F00>,https://i.travelapi.com/hotels/6000000/6000000/5998600/5998512/939c1e5d_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=234x350 at 0x7E4998861180>,https://i.travelapi.com/hotels/2000000/1150000/1142700/1142640/78ebdd40_b.jpg,234,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998860D30>,https://i.travelapi.com/hotels/4000000/3680000/3671400/3671350/a9446294_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860460>,https://i.travelapi.com/hotels/2000000/1610000/1608100/1608079/f049f7cb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998860940>,https://i.travelapi.com/hotels/1000000/20000/11100/11031/bbf60cfd_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860340>,https://i.travelapi.com/hotels/1000000/20000/10200/10190/58fedbb0_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862320>,https://i.travelapi.com/hotels/3000000/2690000/2680900/2680827/fa82ee46_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862140>,https://i.travelapi.com/hotels/1000000/900000/890700/890662/8637cc6f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998860F10>,https://i.travelapi.com/hotels/2000000/1510000/1507700/1507626/a92e846b_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF100>,https://i.travelapi.com/hotels/7000000/6340000/6331000/6330975/8e6cb3d9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988618D0>,https://i.travelapi.com/hotels/1000000/20000/17000/16953/745f9776_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862590>,https://i.travelapi.com/hotels/2000000/1170000/1168700/1168652/cb5ad497_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861510>,https://i.travelapi.com/hotels/1000000/10000/6000/5910/6e3631c3_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861B70>,https://i.travelapi.com/hotels/6000000/5260000/5259300/5259220/69d1ec22_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862560>,https://i.travelapi.com/hotels/2000000/1540000/1535500/1535453/c327c4d9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x211 at 0x7E49988602E0>,https://i.travelapi.com/hotels/1000000/10000/3400/3310/30f5405a_b.jpg,350,211,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862710>,https://i.travelapi.com/hotels/1000000/810000/803100/803075/d9998d75_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862530>,https://i.travelapi.com/hotels/1000000/50000/42500/42473/4285aed5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=268x350 at 0x7E49988604F0>,https://i.travelapi.com/hotels/2000000/1060000/1050300/1050246/e2a3af19_b.jpg,268,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861990>,https://i.travelapi.com/hotels/1000000/10000/8800/8789/8acb8fb6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998861C90>,https://i.travelapi.com/hotels/8000000/7300000/7294800/7294748/fb53b2ea_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860A30>,https://i.travelapi.com/hotels/3000000/2340000/2333500/2333443/4c3b87c4_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862920>,https://i.travelapi.com/hotels/1000000/180000/174100/174072/dbafb650_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860D00>,https://i.travelapi.com/hotels/2000000/1140000/1133700/1133630/1dcb45fb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861540>,https://i.travelapi.com/hotels/1000000/700000/692900/692817/748ea086_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49988606D0>,https://traffickcam.com/images/2017/10/20160901_025556_K8KS6F.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=197x350 at 0x7E49988610C0>,https://i.travelapi.com/hotels/6000000/5190000/5183300/5183236/5b6bc90b_b.jpg,197,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988607F0>,https://i.travelapi.com/hotels/1000000/10000/1500/1410/0da64714_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862020>,https://i.travelapi.com/hotels/1000000/20000/17600/17591/e95e6646_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=197x350 at 0x7E49988622C0>,https://i.travelapi.com/hotels/1000000/530000/527900/527814/1d4ba6c1_b.jpg,197,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988627D0>,https://i.travelapi.com/hotels/6000000/5370000/5360400/5360350/b8ddff85_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988621A0>,https://i.travelapi.com/hotels/2000000/1970000/1968700/1968632/cb780c42_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x257 at 0x7E4998860310>,https://i.travelapi.com/hotels/3000000/2940000/2936900/2936824/e63c94b1_b.jpg,350,257,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862EF0>,https://i.travelapi.com/hotels/1000000/20000/12600/12593/a596637e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998860790>,https://i.travelapi.com/hotels/9000000/8670000/8668100/8668011/7cb9af05_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998862A40>,https://i.travelapi.com/hotels/1000000/30000/27700/27624/98013165_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861A50>,https://i.travelapi.com/hotels/7000000/6630000/6620900/6620853/b3916e8b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49988619F0>,https://i.travelapi.com/hotels/2000000/1390000/1381400/1381349/c18a324b_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5312x2988 at 0x7E4998862680>,https://traffickcam.com/images/2018/10/20170922_024603_7Z97FR.jpg,5312,2988,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x256 at 0x7E4998862770>,https://i.travelapi.com/hotels/1000000/20000/18800/18735/f8c3b069_b.jpg,350,256,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x193 at 0x7E4998861690>,https://i.travelapi.com/hotels/1000000/130000/126300/126239/268bd832_b.jpg,350,193,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862B60>,https://i.travelapi.com/hotels/1000000/30000/21400/21358/5d830454_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49988623E0>,https://i.travelapi.com/hotels/1000000/890000/888700/888614/a8dcd865_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988625F0>,https://i.travelapi.com/hotels/1000000/30000/27500/27409/4ed6f286_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E4998860D60>,https://i.travelapi.com/hotels/1000000/30000/24900/24878/95768bd3_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862E60>,https://i.travelapi.com/hotels/1000000/10000/1500/1430/fa263fa8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862BF0>,https://i.travelapi.com/hotels/6000000/5380000/5373100/5373002/bd8d03b5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988625C0>,https://i.travelapi.com/hotels/2000000/1350000/1347800/1347727/99eb29e5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863040>,https://i.travelapi.com/hotels/5000000/4240000/4232400/4232355/19c6f256_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49988634F0>,https://i.travelapi.com/hotels/1000000/860000/856400/856340/a02d1a9c_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862D10>,https://i.travelapi.com/hotels/2000000/1420000/1418300/1418259/94a0dde7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x208 at 0x7E4998862DD0>,https://i.travelapi.com/hotels/5000000/4150000/4148400/4148342/358e0fdf_b.jpg,350,208,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863400>,https://i.travelapi.com/hotels/1000000/50000/43400/43372/f039b42f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x227 at 0x7E49988630A0>,https://i.travelapi.com/hotels/3000000/2240000/2233400/2233306/d9b54bbb_b.jpg,350,227,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E4998862E90>,https://i.travelapi.com/hotels/1000000/920000/914900/914889/862aa7ad_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998862C20>,https://i.travelapi.com/hotels/1000000/10000/1100/1025/329dda00_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998863310>,https://i.travelapi.com/hotels/1000000/10000/9500/9422/2f22d11e_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49988637F0>,https://i.travelapi.com/hotels/1000000/10000/1300/1244/d677d4e8_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988636A0>,https://i.travelapi.com/hotels/1000000/30000/22000/21976/7450563e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860B50>,https://i.travelapi.com/hotels/3000000/2610000/2602900/2602819/2bf27bd4_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861ED0>,https://i.travelapi.com/hotels/16000000/15670000/15662500/15662487/adac1779_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49988638E0>,https://i.travelapi.com/hotels/2000000/1670000/1668900/1668853/67056ffa_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998861960>,https://i.travelapi.com/hotels/2000000/1170000/1167000/1166962/4034959d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E499956CD90>,https://traffickcam.com/images/2018/10/20170901_144104_YI9AXD.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998862890>,https://i.travelapi.com/hotels/5000000/4890000/4886200/4886109/49925215_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863B50>,https://i.travelapi.com/hotels/1000000/90000/81500/81424/7575b86b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998863A00>,https://i.travelapi.com/hotels/1000000/530000/523200/523135/632d6251_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860580>,https://i.travelapi.com/hotels/7000000/6490000/6481300/6481230/e7d0fd78_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998862EC0>,https://i.travelapi.com/hotels/1000000/30000/25000/24906/7d0743e4_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860E50>,https://i.travelapi.com/hotels/7000000/6010000/6000100/6000034/ac528d53_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988637C0>,https://i.travelapi.com/hotels/2000000/1690000/1687700/1687656/51f914c6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998860730>,https://i.travelapi.com/hotels/6000000/5190000/5180100/5180020/18270c60_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863AC0>,https://i.travelapi.com/hotels/5000000/4040000/4032800/4032729/5e60dc20_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863A90>,https://i.travelapi.com/hotels/4000000/3860000/3856000/3855907/c63c2a17_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863220>,https://i.travelapi.com/hotels/5000000/4300000/4290600/4290571/7d126c81_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x222 at 0x7E4998861C30>,https://i.travelapi.com/hotels/6000000/5450000/5441000/5440963/159b1f65_b.jpg,350,222,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998862C80>,https://i.travelapi.com/hotels/1000000/210000/200100/200083/f2995ec4_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998863B20>,https://i.travelapi.com/hotels/1000000/70000/64300/64255/dceb9aec_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x315 at 0x7E4998861CF0>,https://i.travelapi.com/hotels/2000000/1200000/1191500/1191401/aad4eb12_b.jpg,350,315,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x216 at 0x7E4998863730>,https://i.travelapi.com/hotels/1000000/870000/863000/862914/4f0af1ee_b.jpg,350,216,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998862830>,https://i.travelapi.com/hotels/4000000/3900000/3895700/3895682/6d69455e_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862290>,https://i.travelapi.com/hotels/1000000/30000/25800/25798/55d3f767_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998863A30>,https://i.travelapi.com/hotels/2000000/1330000/1327100/1327054/c1f29bdc_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863AF0>,https://i.travelapi.com/hotels/3000000/2680000/2671400/2671329/43a980e0_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4032x2268 at 0x7E4998863FD0>,https://traffickcam.com/images/2018/2/20170110_032613_OLVKLG.jpg,4032,2268,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E4998863DF0>,https://i.travelapi.com/hotels/1000000/10000/8300/8230/a64c3ee7_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E4998863820>,https://traffickcam.com/images/2017/13/20161215_020020_BSB8DV.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49988626E0>,https://i.travelapi.com/hotels/2000000/1300000/1297300/1297292/cc951636_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49988635E0>,https://i.travelapi.com/hotels/6000000/5120000/5111100/5111051/f40d6b56_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E4998861D80>,https://traffickcam.com/images/2018/2/20170129_151447_NCFW9P.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x203 at 0x7E4998863340>,https://i.travelapi.com/hotels/6000000/5530000/5527200/5527177/f16d8890_b.jpg,350,203,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x264 at 0x7E4998863640>,https://i.travelapi.com/hotels/1000000/30000/28200/28126/422f0771_b.jpg,350,264,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998862440>,https://i.travelapi.com/hotels/1000000/540000/539500/539455/ce85f75c_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49988631C0>,https://i.travelapi.com/hotels/1000000/690000/687400/687343/87b9cad8_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998861240>,https://i.travelapi.com/hotels/4000000/3030000/3024500/3024406/864ec65f_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E4998862D70>,https://traffickcam.com/images/2017/7/20160625_015725_3FI4MS.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998863C70>,https://i.travelapi.com/hotels/2000000/1190000/1186100/1186068/57efc192_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988635B0>,https://i.travelapi.com/hotels/2000000/1700000/1695500/1695488/b8b069da_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998860E20>,https://i.travelapi.com/hotels/3000000/2230000/2223300/2223226/e367f519_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988631F0>,https://i.travelapi.com/hotels/1000000/560000/558600/558560/d4d9b36d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998863B80>,https://i.travelapi.com/hotels/6000000/5790000/5787900/5787838/fb35742d_b.jpg,350,234,JPEG
